"id","Length","Diameter","Height","Weight","Shucked.Weight","Viscera.Weight","Shell.Weight","Age","SexF","SexI","SexM"
0,0.209217697047106,0.116945888158073,-0.647487762756912,-0.185909938302826,-0.0384245584178574,-0.0696042194245633,-0.438159928511079,9,1,0,0
1,-0.26633602190941,-0.301762276221205,-0.37399768345093,-0.50360398056855,-0.442125169769046,-0.464144296923944,-0.635908952883936,10,0,0,1
2,1.03062866615382,1.00670073746404,0.583217594120007,1.15955219859096,1.049811872181,1.05837574573392,1.93482836396321,18,0,0,1
3,-0.56896111579083,-0.668131920053072,-0.647487762756912,-1.00634086850484,-0.918542040307716,-0.944673878493703,-0.873207782131365,8,0,1,0
4,-1.30390777235999,-1.40087120771681,-1.46795800067486,-1.29282286451287,-1.25454130689815,-1.30886471926236,-1.30825563575165,6,0,1,0
5,0.5550749471973,0.797346655274398,0.719962633772997,0.992344807924788,0.688738033456955,1.05837574573392,1.14383226647178,11,1,0,0
6,0.209217697047106,0.378638490895121,0.172982475161034,0.223190810860404,0.254947935545429,0.486798453971999,0.273736559231208,10,0,0,1
7,0.425378478390977,0.430977011442531,0.172982475161034,0.351383143704468,0.405395368347114,0.461507423363065,0.234186754356637,9,1,0,0
8,-0.00694308429676493,-0.197085235126385,-0.510742723103921,-0.50360398056855,-0.529886172236696,-0.524842770385387,-0.540989421184965,9,0,0,1
9,0.425378478390977,0.430977011442531,-0.237252643797939,0.0682452955097529,-0.171319790726013,0.102374788716192,0.115537339732922,8,1,0,0
10,-1.43360424116631,-1.3485326871694,-1.19446792136888,-1.31400246733059,-1.28964570788521,-1.31898113150594,-1.29243571380182,12,0,0,1
11,0.0362890719720091,0.012268847063253,-0.100507604144948,-0.194827665805022,-0.344334338447951,-0.246641433687106,0.115537339732922,15,0,1,0
12,-1.00128267847857,-0.877486002242711,-1.46795800067486,-1.18469541854875,-1.08403421638957,-1.12676929887803,-1.11050661137879,7,0,1,0
13,-0.482496803253281,-0.458777837863434,-0.237252643797939,-0.589437107777184,-0.527378715023334,-0.656356129551848,-0.600314128496822,7,0,1,0
14,0.0795212282407832,0.169284408705482,-0.37399768345093,0.051524556443136,0.104500502743744,0.557613339677016,-0.0426618797653639,9,1,0,0
15,0.684771416003622,0.849685175821809,1.13019775273197,0.689142072850133,0.500678742454848,0.12260761320334,1.34158129084464,16,1,0,0
